id,question,answer,explanation,category,tags,source,note
TF-L-001,消防法上の危険物について、「消防法上の危険物とは、火災時に煙を出す物質をいう。」は正しい。,×,誤り。煙を出すかどうかは消防法上の危険物の定義ではない、消防法上の危険物は、消防法別表第一の品名欄に掲げる物品で、同表の区分に応じた性状を有するものをいう、すべての可燃物や液体可燃物が危険物になるわけではない。,法令・制度,TF-L-001;L-001;LAW-001;危険物の定義;消防法上の危険物の定義;基礎,消防法 別表第一（https://laws.e-gov.go.jp/law/323AC1000000186）,公開前確認待ち
TF-PC-037,燃焼物の温度を下げることを主なねらいとする消火方法について、「混触消火」は正しい。,×,誤り。混触は危険である、燃焼物の温度を下げることで燃焼を止める方法は冷却消火である。,物性・化学,TF-PC-037;PC-087;PC-013;消火;冷却消火;基礎,基礎的な物理学及び基礎的な化学：消火,公開前確認待ち
TF-PC-038,抑制消火について、「水に溶かして密度を測る方法である。」は正しい。,×,誤り。密度測定ではない、抑制消火は、燃焼の連鎖反応を抑えることで消火する方法であり、負触媒効果とも関連する。,物性・化学,TF-PC-038;PC-019;PC-014;消火;抑制消火・負触媒効果;標準,基礎的な物理学及び基礎的な化学：抑制消火,公開前確認待ち
TF-PC-039,燃焼の連鎖反応を抑える消火方法について、「除去消火」は正しい。,×,誤り。可燃物を取り除く方法である、抑制消火は、燃焼の連鎖反応を抑えることで消火する方法である。,物性・化学,TF-PC-039;PC-102;PC-014;消火;抑制消火・負触媒効果;標準,基礎的な物理学及び基礎的な化学：消火,公開前確認待ち
TF-PC-040,粉末消火剤の消火効果として関係が深いものについて、「燃焼の連鎖反応を抑える効果」は正しい。,○,正しい。粉末消火剤は、燃焼の連鎖反応を抑える効果などにより消火する。,物性・化学,TF-PC-040;PC-132;PC-014;消火;抑制消火・負触媒効果;標準,基礎的な物理学及び基礎的な化学：消火剤,公開前確認待ち
TF-PC-041,水による消火の主な効果について、「冷却効果」は正しい。,○,正しい。水による消火では、燃焼物の温度を下げる冷却効果が重要である、ただし、第4類危険物では水による消火が適さない場合がある。,物性・化学,TF-PC-041;PC-057;PC-015;消火;水による消火の特徴;標準,基礎的な物理学及び基礎的な化学：消火,公開前確認待ち
TF-PC-042,水が冷却消火に有効な理由として、最も適切なものについて、「燃焼物の温度を下げるため。」は正しい。,○,正しい。水は燃焼物の温度を下げる冷却効果をもつ。,物性・化学,TF-PC-042;PC-119;PC-015;消火;水による消火の特徴;標準,基礎的な物理学及び基礎的な化学：消火,公開前確認待ち
TF-PC-043,泡消火剤の主な作用について、「液面を覆い、可燃性蒸気の発生や空気との接触を抑える。」は正しい。,○,正しい。泡消火剤は液面を覆い、可燃性蒸気の発生や空気との接触を抑えることで消火に役立つ。,物性・化学,TF-PC-043;PC-061;PC-016;消火;泡・二酸化炭素・粉末消火剤の基本作用;標準,基礎的な物理学及び基礎的な化学：消火剤,公開前確認待ち
TF-PC-044,温度と熱量の説明について、「温度は熱さ冷たさの程度、熱量は熱のエネルギー量を表す。」は正しい。,○,正しい。温度は熱さ冷たさの程度を表し、熱量は移動・蓄積される熱エネルギーの量を表す。,物性・化学,TF-PC-044;PC-045;PC-017;熱;温度と熱量;基礎,基礎的な物理学：熱,公開前確認待ち
TF-PC-045,熱量の単位として使われるものについて、「m」は正しい。,×,誤り。長さの単位である、熱量の単位にはJが使われる。,物性・化学,TF-PC-045;PC-103;PC-017;熱;温度と熱量;基礎,基礎的な物理学：熱量,公開前確認待ち
TF-PC-046,温度の説明として、最も適切なものについて、「体積を質量で割った値である。」は正しい。,×,誤り。密度の逆に近い、温度は、物体の熱さ冷たさの程度を表す。,物性・化学,TF-PC-046;PC-133;PC-017;熱;温度と熱量;基礎,基礎的な物理学：温度,公開前確認待ち
TF-PC-047,比熱について、「物質の色の濃さを表す。」は正しい。,×,誤り。色の濃さを表すものではない、比熱は、物質1 gの温度を1 ℃上げるのに必要な熱量を表す値である。,物性・化学,TF-PC-047;PC-013;PC-018;熱;比熱;基礎,基礎的な物理学：比熱,公開前確認待ち
TF-PC-048,比熱が大きい物質について、一般に正しいものについて、「温度を上げるのに多くの熱量が必要である。」は正しい。,○,正しい。比熱が大きい物質は、同じ質量で同じ温度だけ上げるのに多くの熱量が必要である。,物性・化学,TF-PC-048;PC-063;PC-018;熱;比熱;標準,基礎的な物理学：比熱,公開前確認待ち
TF-PC-049,同じ質量で同じ温度だけ上げるとき、比熱が小さい物質について一般に正しいものについて、「必要な熱量が少ない。」は正しい。,○,正しい。比熱が小さい物質は、同じ質量で同じ温度だけ上げるのに必要な熱量が少ない。,物性・化学,TF-PC-049;PC-104;PC-018;熱;比熱;標準,基礎的な物理学：比熱,公開前確認待ち
TF-PC-050,熱容量について、「液体が火源で引火する最低温度である。」は正しい。,×,誤り。引火点の説明である、熱容量は、物体全体の温度を1 ℃上げるのに必要な熱量である、物質1 gあたりの場合は比熱である。,物性・化学,TF-PC-050;PC-046;PC-019;熱;熱容量;基礎,基礎的な物理学：熱容量,公開前確認待ち
TF-PC-051,熱容量が大きい物体について、一般に正しいものについて、「温度を1 ℃上げるのに多くの熱量が必要である。」は正しい。,○,正しい。熱容量が大きい物体は、温度を1 ℃上げるのに多くの熱量が必要である。,物性・化学,TF-PC-051;PC-120;PC-019;熱;熱容量;標準,基礎的な物理学：熱容量,公開前確認待ち
TF-PC-052,熱の伝わり方について、「熱伝導・対流・放射はいずれも熱の移動とは無関係である。」は正しい。,×,誤り。いずれも熱の移動に関係する、熱の伝わり方には、熱伝導、対流、放射がある、熱伝導は物質内を熱が伝わる現象であり、対流は流体の移動、放射は電磁波による熱の移動である。,物性・化学,TF-PC-052;PC-006;PC-020;熱;熱伝導・対流・放射;基礎,基礎的な物理学：熱の移動,公開前確認待ち
TF-PC-053,対流による熱の伝わり方について、「液体や気体の移動により熱が運ばれる。」は正しい。,○,正しい。対流は、液体や気体などの流体の移動によって熱が運ばれる現象である。,物性・化学,TF-PC-053;PC-073;PC-020;熱;熱伝導・対流・放射;基礎,基礎的な物理学：熱移動,公開前確認待ち
TF-PC-054,放射による熱の伝わり方について、「液体の流れだけで熱が伝わる。」は正しい。,×,誤り。対流の説明に近い、放射は、電磁波により熱が伝わる現象であり、真空中でも伝わる。,物性・化学,TF-PC-054;PC-074;PC-020;熱;熱伝導・対流・放射;基礎,基礎的な物理学：熱移動,公開前確認待ち
TF-PC-055,固体内部を熱が伝わる現象として、最も適切なものについて、「熱伝導」は正しい。,○,正しい。固体内部を熱が伝わる現象は熱伝導である。,物性・化学,TF-PC-055;PC-088;PC-020;熱;熱伝導・対流・放射;基礎,基礎的な物理学：熱移動,公開前確認待ち
TF-PC-056,液体や気体の移動によって熱が運ばれる現象について、「対流」は正しい。,○,正しい。液体や気体などの流体の移動によって熱が運ばれる現象は対流である。,物性・化学,TF-PC-056;PC-105;PC-020;熱;熱伝導・対流・放射;基礎,基礎的な物理学：熱移動,公開前確認待ち
TF-PC-057,熱膨張について、「物体が危険物取扱者免状に変わる現象である。」は正しい。,×,誤り。免状にはならない、熱膨張は、物体が温度上昇により膨張する現象である、容器や配管の管理にも関係する基礎知識である。,物性・化学,TF-PC-057;PC-047;PC-021;熱;熱膨張;基礎,基礎的な物理学：熱膨張,公開前確認待ち
TF-PC-058,温度上昇により物体の体積が増える現象として、適切なものについて、「熱膨張」は正しい。,○,正しい。温度上昇によって物体の体積が増える現象は熱膨張である。,物性・化学,TF-PC-058;PC-121;PC-021;熱;熱膨張;基礎,基礎的な物理学：熱膨張,公開前確認待ち
TF-PC-059,潜熱について、「物体の色を変える熱だけをいう。」は正しい。,×,誤り。色を変える熱ではない、潜熱は、融解や蒸発などの状態変化に伴って出入りする熱であり、温度変化として現れにくい。,物性・化学,TF-PC-059;PC-048;PC-022;熱;潜熱・顕熱;標準,基礎的な物理学：潜熱,公開前確認待ち
TF-PC-060,氷が水に変わるときに出入りする熱として、関係が深いものについて、「潜熱」は正しい。,○,正しい。融解などの状態変化に伴って出入りする熱は潜熱である。,物性・化学,TF-PC-060;PC-134;PC-022;熱;潜熱・顕熱;標準,基礎的な物理学：潜熱,公開前確認待ち
TF-PC-061,物質の三態として、正しい組合せについて、「固体・液体・気体」は正しい。,○,正しい。物質の三態は、固体、液体、気体である、酸性・中性・アルカリ性はpHに関する分類である。,物性・化学,TF-PC-061;PC-040;PC-023;物質の状態;固体・液体・気体;基礎,基礎的な物理学：物質の状態,公開前確認待ち
TF-PC-062,気体の特徴として、一般に正しいものについて、「一定の形や体積を保ちにくく、容器全体に広がる。」は正しい。,○,正しい。気体は、一定の形や体積を保ちにくく、容器全体に広がる性質がある。,物性・化学,TF-PC-062;PC-075;PC-023;物質の状態;固体・液体・気体;基礎,基礎的な物理学：物質の状態,公開前確認待ち
TF-PC-063,液体の一般的な特徴について、「必ず水に溶ける。」は正しい。,×,誤り。水に溶けない液体もある、液体は、体積はほぼ一定だが、形は容器に応じて変わる。,物性・化学,TF-PC-063;PC-089;PC-023;物質の状態;固体・液体・気体;基礎,基礎的な物理学：物質の状態,公開前確認待ち
TF-PC-064,沸点について、「液体が沸騰し始める温度である。」は正しい。,○,正しい。沸点は、液体が沸騰し始める温度で、引火点や発火点とは異なる。,物性・化学,TF-PC-064;PC-020;PC-024;物質の状態;融点・沸点;基礎,基礎的な物理学：沸点,公開前確認待ち
TF-PC-065,融点について、「固体が液体になり始める温度である。」は正しい。,○,正しい。融点は、固体が液体になり始める温度で、沸点、引火点、発火点とは異なる。,物性・化学,TF-PC-065;PC-076;PC-024;物質の状態;融点・沸点;基礎,基礎的な物理学：融点,公開前確認待ち
TF-PC-066,液体が気体になり始める温度を何というかについて、「凝固点」は正しい。,×,誤り。液体が固体になる温度である、液体が沸騰して気体になり始める温度を沸点という。,物性・化学,TF-PC-066;PC-090;PC-024;物質の状態;融点・沸点;基礎,基礎的な物理学：沸点,公開前確認待ち
TF-PC-067,液体が固体になり始める温度を何というかについて、「凝固点」は正しい。,○,正しい。液体が固体になり始める温度は凝固点である。,物性・化学,TF-PC-067;PC-106;PC-024;物質の状態;融点・沸点;基礎,基礎的な物理学：凝固点,公開前確認待ち
TF-PC-068,固体が液体になり始める温度を何というかについて、「融点」は正しい。,○,正しい。固体が液体になり始める温度は融点である。,物性・化学,TF-PC-068;PC-135;PC-024;物質の状態;融点・沸点;基礎,基礎的な物理学：融点,公開前確認待ち
TF-PC-069,蒸発について、「液体の表面から気体になる現象である。」は正しい。,○,正しい。蒸発は、液体の表面から気体になる現象である、引火性液体では、蒸発により可燃性蒸気が発生する点が重要である。,物性・化学,TF-PC-069;PC-021;PC-025;物質の状態;蒸発・沸騰;基礎,基礎的な物理学：蒸発,公開前確認待ち
TF-PC-070,蒸気圧について、「蒸気圧が高い液体は、絶対に引火しない。」は正しい。,×,誤り。蒸気圧が高い液体は可燃性蒸気を発生しやすい場合がある、蒸気圧が高い液体は、一般に蒸発しやすく、可燃性蒸気を発生しやすい、引火性液体の危険性を理解するうえで重要である。,物性・化学,TF-PC-070;PC-004;PC-026;物質の状態;蒸気圧;標準,基礎的な物理学及び基礎的な化学：物質の状態,公開前確認待ち
TF-PC-071,蒸気圧が高い液体について、一般に正しいものについて、「必ず酸素を放出する。」は正しい。,×,誤り。酸素放出とは別である、蒸気圧が高い液体は、一般に蒸発しやすい傾向がある、第4類危険物では可燃性蒸気の発生に注意する。,物性・化学,TF-PC-071;PC-062;PC-026;物質の状態;蒸気圧;標準,基礎的な物理学：蒸気圧,公開前確認待ち
TF-PC-072,蒸気圧が高い液体の傾向について、「蒸発しやすい。」は正しい。,○,正しい。蒸気圧が高い液体は、一般に蒸発しやすい傾向がある。,物性・化学,TF-PC-072;PC-091;PC-026;物質の状態;蒸気圧;標準,基礎的な物理学：蒸気圧,公開前確認待ち
TF-PC-073,蒸気圧の高い液体を取り扱う際、特に注意すべきものについて、「免状の自動更新」は正しい。,×,誤り。免状とは関係ない、蒸気圧が高い液体は蒸発しやすく、可燃性蒸気の発生に注意が必要である。,物性・化学,TF-PC-073;PC-122;PC-026;物質の状態;蒸気圧;標準,基礎的な物理学：蒸気圧,公開前確認待ち
TF-PC-074,圧力と沸点の関係について、一般に正しいものについて、「外圧が高くなると、沸点は必ず0 ℃になる。」は正しい。,×,誤り。必ず0 ℃になるわけではない、一般に、外圧が低くなると液体の沸点は下がる傾向がある、沸騰は蒸気圧と外圧の関係で起こる。,物性・化学,TF-PC-074;PC-041;PC-027;物質の状態;沸点と圧力の関係;標準,基礎的な物理学：沸点と圧力,公開前確認待ち
TF-PC-075,標高が高い場所で水の沸点が下がる理由として、最も関係が深いものについて、「水の色が変わるため。」は正しい。,×,誤り。色の変化ではない、標高が高くなると外圧が低くなり、一般に水の沸点は下がる。,物性・化学,TF-PC-075;PC-077;PC-027;物質の状態;沸点と圧力の関係;標準,基礎的な物理学：沸点と圧力,公開前確認待ち
TF-PC-076,飽和蒸気圧について、「燃焼後に残る灰の重さである。」は正しい。,×,誤り。灰の重さではない、飽和蒸気圧は、一定温度で液体とその蒸気が平衡にあるときの蒸気の圧力である、蒸気圧が高いほど蒸発しやすい傾向がある。,物性・化学,TF-PC-076;PC-028;PC-028;物質の状態;飽和蒸気圧;標準,基礎的な物理学：蒸気圧,公開前確認待ち
TF-PC-077,密度の説明について、「密度は、温度に関係なくすべての物質で同じである。」は正しい。,×,誤り。密度は物質や温度によって異なる、密度は、単位体積あたりの質量を表す値であり、質量÷体積で求める。,物性・化学,TF-PC-077;PC-007;PC-029;密度・比重;密度;基礎,基礎的な物理学：密度,公開前確認待ち
TF-PC-078,同じ体積で質量が大きい物質について、密度はどうなるかについて、「大きくなる。」は正しい。,○,正しい。同じ体積で質量が大きいほど、密度は大きくなる、密度は質量を体積で割った値である。,物性・化学,TF-PC-078;PC-064;PC-029;密度・比重;密度;標準,基礎的な物理学：密度,公開前確認待ち
TF-PC-079,密度を求める式について、「質量÷体積」は正しい。,○,正しい。密度＝質量÷体積である、密度は質量を体積で割って求める。,物性・化学,TF-PC-079;PC-123;PC-029;密度・比重;密度;基礎,基礎的な物理学：密度,公開前確認待ち
TF-PC-080,液体の比重について、「物質が水に溶ける速さだけを表す値である。」は正しい。,×,誤り。溶ける速さだけを表すものではない、液体の比重は、通常、水を基準として物質の重さを比較する値である、比重が1より小さい液体は水に浮きやすい。,物性・化学,TF-PC-080;PC-022;PC-030;密度・比重;比重;基礎,基礎的な物理学：比重,公開前確認待ち
TF-PC-081,液体の比重が1より小さい場合、一般に水との関係はどうなるかについて、「水に浮きやすい。」は正しい。,○,正しい。液体の比重が1より小さい場合、一般に水に浮きやすい。,物性・化学,TF-PC-081;PC-092;PC-030;密度・比重;比重;基礎,基礎的な物理学：比重,公開前確認待ち
TF-PC-082,水を基準にした液体の重さの比を何というかについて、「蒸気比重」は正しい。,×,誤り。空気を基準にした蒸気の重さである、液比重は、水を基準にして液体の重さを比較する値である。,物性・化学,TF-PC-082;PC-107;PC-030;密度・比重;比重;基礎,基礎的な物理学：比重,公開前確認待ち
TF-PC-083,液比重が1より大きい液体について、一般に正しいものについて、「水より重く沈みやすい。」は正しい。,○,正しい。液比重が1より大きい液体は、水より重く沈みやすい。,物性・化学,TF-PC-083;PC-136;PC-030;密度・比重;比重;基礎,基礎的な物理学：比重,公開前確認待ち
TF-PC-084,水より比重が小さい液体について、一般に正しいものについて、「必ず酸素を放出する。」は正しい。,×,誤り。酸素を放出するとは限らない、液体の比重が水より小さい場合、その液体は水に浮きやすい、ただし、水に浮くことと水に溶けることは別の性質である。,物性・化学,TF-PC-084;PC-023;PC-031;密度・比重;液体の比重と水への浮沈;標準,基礎的な物理学：比重,公開前確認待ち
TF-PC-085,蒸気比重が空気より大きい可燃性蒸気の性質について、「低い場所に滞留しやすい。」は正しい。,○,正しい。蒸気比重が空気より大きい可燃性蒸気は、低所に滞留しやすく、火気や静電気による引火に注意が必要である。,物性・化学,TF-PC-085;PC-008;PC-032;密度・比重;蒸気比重;標準,基礎的な物理学：蒸気比重,公開前確認待ち
TF-PC-086,蒸気比重が1より大きい蒸気について、一般に正しいものについて、「必ず第1類危険物である。」は正しい。,×,誤り。第1類とは限らない、蒸気比重が1より大きい蒸気は、空気より重い、低所滞留に注意が必要である。,物性・化学,TF-PC-086;PC-065;PC-032;密度・比重;蒸気比重;標準,基礎的な物理学：蒸気比重,公開前確認待ち
TF-PC-087,空気を基準にした蒸気の重さの比を何というかについて、「液比重」は正しい。,×,誤り。液体を水基準で比べる値である、蒸気比重は、空気を基準にして蒸気の重さを比較する値である。,物性・化学,TF-PC-087;PC-108;PC-032;密度・比重;蒸気比重;標準,基礎的な物理学：蒸気比重,公開前確認待ち
TF-PC-088,蒸気比重が1より小さい蒸気について、一般に正しいものについて、「空気より軽い。」は正しい。,○,正しい。蒸気比重が1より小さい蒸気は、空気より軽い。,物性・化学,TF-PC-088;PC-137;PC-032;密度・比重;蒸気比重;標準,基礎的な物理学：蒸気比重,公開前確認待ち
TF-PC-089,静電気の発生に関係しやすいものについて、「危険物取扱者免状の交付」は正しい。,×,誤り。免状交付とは関係ない、静電気は、摩擦や流動、乾燥などにより発生しやすい、第4類危険物では着火源として注意が必要である。,物性・化学,TF-PC-089;PC-049;PC-033;静電気;静電気の発生;基礎,基礎的な物理学：静電気,公開前確認待ち
TF-PC-090,静電気の発生を抑える対策として、適切なものについて、「流速をむやみに速くする。」は正しい。,×,誤り。高速流動は帯電の原因になり得る、接地は静電気対策として重要であり、電荷を逃がす効果がある。,物性・化学,TF-PC-090;PC-093;PC-033;静電気;静電気の発生;基礎,基礎的な物理学：静電気,公開前確認待ち
TF-PC-091,液体を高速で配管に流すときに注意すべきものについて、「静電気の発生」は正しい。,○,正しい。液体の高速流動は静電気の発生に関係するため、接地などの対策が重要である。,物性・化学,TF-PC-091;PC-109;PC-033;静電気;静電気の発生;標準,基礎的な物理学：静電気,公開前確認待ち
TF-PC-092,静電気が第4類危険物で危険となる理由について、「可燃性蒸気への着火源となることがあるため。」は正しい。,○,正しい。静電気による火花は、可燃性蒸気への着火源となることがある、第4類危険物では重要な火災予防論点である。,物性・化学,TF-PC-092;PC-050;PC-034;静電気;静電気による引火危険;標準,基礎的な物理学：静電気,公開前確認待ち
TF-PC-093,静電気火花が危険となる理由について、「可燃性蒸気の点火源となることがあるため。」は正しい。,○,正しい。静電気火花は、可燃性蒸気の点火源となり得るため危険である。,物性・化学,TF-PC-093;PC-124;PC-034;静電気;静電気による引火危険;標準,基礎的な物理学：静電気,公開前確認待ち
TF-PC-094,静電気による災害を防ぐ方法として、最も適切なものについて、「容器や配管を接地する。」は正しい。,○,正しい。接地により電荷を逃がすことは、静電気対策として重要である。,物性・化学,TF-PC-094;PC-005;PC-035;静電気;静電気対策・接地;標準,基礎的な物理学及び基礎的な化学：静電気,公開前確認待ち
TF-PC-095,静電気が発生しやすい条件として、適切なものについて、「流動や摩擦をできるだけ抑える。」は正しい。,×,誤り。流動や摩擦を抑えることは帯電防止に役立つ、液体が高速で流動したり、摩擦が起こったり、乾燥していたりすると、静電気が発生しやすくなる。,物性・化学,TF-PC-095;PC-024;PC-036;静電気;流速・摩擦・乾燥と帯電;標準,基礎的な物理学：静電気,公開前確認待ち
TF-PC-096,分子について、「いくつかの原子が結びついてできた粒子である。」は正しい。,○,正しい。分子は、いくつかの原子が結びついてできた粒子である、水分子や酸素分子などが例である。,物性・化学,TF-PC-096;PC-025;PC-037;物質の構成;原子・分子;基礎,基礎的な化学：原子・分子,公開前確認待ち
TF-PC-097,化合物について、「危険物施設の標識の一種である。」は正しい。,×,誤り。標識ではない、化合物は、2種類以上の元素が化学的に結びついた物質である、1種類の元素だけからなるものは単体である。,物性・化学,TF-PC-097;PC-051;PC-038;物質の構成;元素と化合物;基礎,基礎的な化学：元素と化合物,公開前確認待ち
TF-PC-098,元素の説明について、「免状の有効期限である。」は正しい。,×,誤り。免状の有効期限ではない、元素は、物質を構成する基本的な成分である。,物性・化学,TF-PC-098;PC-138;PC-038;物質の構成;元素と化合物;基礎,基礎的な化学：元素,公開前確認待ち
TF-PC-099,混合物について、「必ず化学反応で新しい物質になる。」は正しい。,×,誤り。混じっただけでは必ず化学反応が起きるわけではない、混合物は、複数の物質が混じり合ったものである、化合物とは異なる。,物性・化学,TF-PC-099;PC-052;PC-039;物質の構成;単体・化合物・混合物;基礎,基礎的な化学：混合物,公開前確認待ち
TF-PC-100,単体の説明について、「複数の物質が混じり合ったものである。」は正しい。,×,誤り。混合物の説明である、単体は、1種類の元素からできている物質である。,物性・化学,TF-PC-100;PC-110;PC-039;物質の構成;単体・化合物・混合物;基礎,基礎的な化学：物質の構成,公開前確認待ち
TF-PC-101,イオンについて、「電気を帯びた原子または原子団である。」は正しい。,○,正しい。イオンは、電気を帯びた原子または原子団である、酸・アルカリや電気的性質の理解に関係する。,物性・化学,TF-PC-101;PC-053;PC-040;物質の構成;イオン;基礎,基礎的な化学：イオン,公開前確認待ち
TF-PC-102,プラスまたはマイナスの電気を帯びた粒子を何というかについて、「イオン」は正しい。,○,正しい。電気を帯びた原子または原子団をイオンという。,物性・化学,TF-PC-102;PC-125;PC-040;物質の構成;イオン;基礎,基礎的な化学：イオン,公開前確認待ち
TF-PC-103,化学変化に該当するものについて、「物質が燃焼して別の物質を生じる。」は正しい。,○,正しい。化学変化は、物質が反応して別の物質になる変化である。,物性・化学,TF-PC-103;PC-014;PC-041;化学反応;化学変化と物理変化;基礎,基礎的な化学：化学変化と物理変化,公開前確認待ち
TF-PC-104,物理変化に該当するものとして、適切なものについて、「氷が溶けて水になる。」は正しい。,○,正しい。氷が溶けて水になるのは状態変化であり、物理変化である、燃焼やさびは化学変化である。,物性・化学,TF-PC-104;PC-078;PC-041;化学反応;化学変化と物理変化;基礎,基礎的な化学：物理変化と化学変化,公開前確認待ち
TF-PC-105,化学変化の例として、適切なものについて、「氷が溶ける。」は正しい。,×,誤り。状態変化である、紙が燃えると別の物質を生じるため、化学変化である。,物性・化学,TF-PC-105;PC-094;PC-041;化学反応;化学変化と物理変化;基礎,基礎的な化学：化学変化,公開前確認待ち
TF-PC-106,化学変化の特徴について、「別の物質が生じる変化である。」は正しい。,○,正しい。化学変化は、反応によって別の物質が生じる変化である。,物性・化学,TF-PC-106;PC-139;PC-041;化学反応;化学変化と物理変化;基礎,基礎的な化学：化学変化,公開前確認待ち
TF-PC-107,化学反応式について、「物質の色だけを記録する表である。」は正しい。,×,誤り。色だけを記録する表ではない、化学反応式は、化学反応を化学式を用いて表したものである、反応前後の物質の関係を示す。,物性・化学,TF-PC-107;PC-026;PC-042;化学反応;化学反応式;基礎,基礎的な化学：化学反応式,公開前確認待ち
TF-PC-108,質量保存の法則について、「質量保存の法則は、色の変化だけを説明する法則である。」は正しい。,×,誤り。色の変化だけを説明する法則ではない、質量保存の法則は、化学反応の前後で反応に関わる物質全体の質量が保存されるという法則である。,物性・化学,TF-PC-108;PC-029;PC-043;化学反応;質量保存の法則;基礎,基礎的な化学：質量保存の法則,公開前確認待ち
TF-PC-109,発熱反応について、「反応に伴って熱を放出する反応である。」は正しい。,○,正しい。発熱反応は、反応に伴って熱を放出する反応である、燃焼は代表的な発熱反応である。,物性・化学,TF-PC-109;PC-030;PC-044;化学反応;発熱反応・吸熱反応;基礎,基礎的な化学：発熱反応,公開前確認待ち
TF-PC-110,酸化の説明について、「酸化とは、燃焼とはまったく関係のない現象である。」は正しい。,×,誤り。燃焼は酸化反応と関係が深い、酸化には、物質が酸素と化合する反応が含まれる、燃焼は急激な酸化反応として理解できる。,物性・化学,TF-PC-110;PC-009;PC-045;酸化・還元;酸化;基礎,基礎的な化学：酸化・燃焼,公開前確認待ち
TF-PC-111,燃焼と酸化の関係について、「燃焼は急激な酸化反応と考えられる。」は正しい。,○,正しい。燃焼は、熱や光を伴う急激な酸化反応として理解できる。,物性・化学,TF-PC-111;PC-079;PC-045;酸化・還元;酸化;基礎,基礎的な化学：燃焼と酸化,公開前確認待ち
TF-PC-112,物質が酸素と結びつく反応は、一般に何と呼ばれるかについて、「酸化」は正しい。,○,正しい。物質が酸素と結びつく反応は、酸化の一例である。,物性・化学,TF-PC-112;PC-095;PC-045;酸化・還元;酸化;基礎,基礎的な化学：酸化,公開前確認待ち
TF-PC-113,鉄がさびる反応と関係が深いものについて、「凝固」は正しい。,×,誤り。液体が固体になる現象である、鉄がさびる反応は酸化と関係が深い。,物性・化学,TF-PC-113;PC-111;PC-045;酸化・還元;酸化;基礎,基礎的な化学：酸化,公開前確認待ち
TF-PC-114,還元の説明について、「物質が酸素を失う反応は、還元の一例である。」は正しい。,○,正しい。還元には、物質が酸素を失う反応が含まれる。,物性・化学,TF-PC-114;PC-031;PC-046;酸化・還元;還元;基礎,基礎的な化学：還元,公開前確認待ち
TF-PC-115,酸化物から酸素を奪う反応として、一般に関係が深いものについて、「融解」は正しい。,×,誤り。固体が液体になる現象である、酸化物から酸素を奪う反応は還元と関係が深い。,物性・化学,TF-PC-115;PC-140;PC-046;酸化・還元;還元;基礎,基礎的な化学：還元,公開前確認待ち
TF-PC-116,酸化の説明として、適切なものについて、「電子を失う反応は酸化と考えられる。」は正しい。,○,正しい。酸化は、酸素との化合だけでなく、電子を失う反応としても説明される。,物性・化学,TF-PC-116;PC-032;PC-047;酸化・還元;酸素・水素・電子の授受;標準,基礎的な化学：酸化還元,公開前確認待ち
TF-PC-117,燃焼について、化学的に適切な説明について、「急激な酸化反応の一種として考えられる。」は正しい。,○,正しい。燃焼は、熱や光を伴う急激な酸化反応として考えられる。,物性・化学,TF-PC-117;PC-054;PC-048;酸化・還元;燃焼と酸化;基礎,基礎的な化学：燃焼と酸化,公開前確認待ち
TF-PC-118,酸の一般的な性質について、「水溶液中で水素イオンを生じるものがある。」は正しい。,○,正しい。酸は、水溶液中で水素イオンを生じるものとして説明される、pHは一般に7より小さいものが酸性を示す。,物性・化学,TF-PC-118;PC-042;PC-049;酸・アルカリ;酸の性質;基礎,基礎的な化学：酸,公開前確認待ち
TF-PC-119,酸性の水溶液について、一般に正しいものについて、「pHが7より大きいものだけをいう。」は正しい。,×,誤り。pH7超はアルカリ性である、酸性の水溶液は、一般にpHが7より小さい、pHが7より大きいものはアルカリ性である。,物性・化学,TF-PC-119;PC-080;PC-049;酸・アルカリ;酸の性質;基礎,基礎的な化学：酸,公開前確認待ち
TF-PC-120,酸性・中性・アルカリ性の基準として使われる指標について、「免状番号」は正しい。,×,誤り。資格証の番号である、pHは酸性・中性・アルカリ性の程度を示す指標である。,物性・化学,TF-PC-120;PC-096;PC-049;酸・アルカリ;酸の性質;基礎,基礎的な化学：pH,公開前確認待ち
TF-PC-121,アルカリ性の水溶液について、一般に正しいものについて、「必ず可燃性蒸気を発生する。」は正しい。,×,誤り。必ず可燃性蒸気を発生するわけではない、一般にpHが7より大きい水溶液はアルカリ性を示す。,物性・化学,TF-PC-121;PC-043;PC-050;酸・アルカリ;アルカリの性質;基礎,基礎的な化学：アルカリ,公開前確認待ち
TF-PC-122,中和反応について、「危険物の指定数量を計算する方法である。」は正しい。,×,誤り。指定数量計算ではない、中和反応は、酸とアルカリが互いの性質を打ち消し合う反応である。,物性・化学,TF-PC-122;PC-044;PC-051;酸・アルカリ;中和反応;基礎,基礎的な化学：中和,公開前確認待ち
TF-PC-123,酸とアルカリが互いの性質を打ち消し合う反応を何というかについて、「酸化」は正しい。,×,誤り。酸素との結合などである、酸とアルカリが互いの性質を打ち消し合う反応を中和という。,物性・化学,TF-PC-123;PC-126;PC-051;酸・アルカリ;中和反応;基礎,基礎的な化学：中和,公開前確認待ち
